CodigoInterno,NombreInvima,DescripcionComercial,PrincipioActivo,CodigoInvima,Cum
4728,AMITRIPTILINA 25 MG TABLETAS,CAJA POR 300 TABLETAS RECUBIERTAS EN BLÍSTER PVC TRANSPARENTE/ALUMINIO POR 30 TABLETAS.,AMITRIPTILINA CLORHIDRATO,INVIMA 2020M-002794-R3,17144-9
4729,ATORVASTATINA 40 MG TABLETAS RECUBIERTAS,CAJA PLEGADIZA POR 150 TABLETAS EN DIEZ BLÍSTER PVC/PVDC BLANCO/ALUMINIO POR 15 TABLETAS RECUBIERTAS CADA UNO.,ATORVASTATINA CALCICA TRIHIDRATO 43.298 MGEQUIVALENTE A ATORVASTATINA BASE,INVIMA 2022M-0006092-R2,19962943-15
4730,ATORVASTATINA 40 MG TABLETAS RECUBIERTAS,CAJA PLEGADIZA POR 150 TABLETAS EN DIEZ BLÍSTER PVC/PVDC BLANCO/ALUMINIO POR 15 TABLETAS RECUBIERTAS CADA UNO.,ATORVASTATINA CALCICA TRIHIDRATO 43.298 MGEQUIVALENTE A ATORVASTATINA BASE,INVIMA 2022M-0006092-R2,19962943-15
4731,BROMAZEPAM 6 MG TABLETA,CAJA PLEGADIZA POR 10 TABLETAS EN BLISTER PVC TRANSPARENTE INCOLORO/ALUMINIO,BROMAZEPAM,INVIMA 2021M-011165-R2,227603-1
4732,CARVEDILOL25 MG TABLETAS.,CAJA PLEGADIZA POR 300 TABLETAS EN BLISTER PVC-PVDC/ ALUMINIO BLANCO,CARVEDILOL,INVIMA 2022M-0006841-R2,19972152-6
4733,CARVEDILOL25 MG TABLETAS.,CAJA PLEGADIZA POR 300 TABLETAS EN BLISTER PVC-PVDC/ ALUMINIO BLANCO,CARVEDILOL,INVIMA 2022M-0006841-R2,19972152-6
4734,CLINDAMICINA SOLUCION TOPICA 1%,CAJA CON UN FRASCO PEBD BLANCO CON SUBTAPA GOTERO Y TAPA DE POLIPROPILENO CON ANILLO DE SEGURIDAD POR 30ML,CLINDAMICINA FOSFATO EQUIVALENTE A CLINDAMICINA,INVIMA 2017M-0006020-R1,19964131-1
4735,EPIBALIN 300 MG CAPSULAS,CAJA XSIN DATO3 BLISTERSIN DATOALU-PVC/PVDC X10 CAPSULAS,PREGABALINA,INVIMA 2016M-0016906,20093157-3
4736,DIOSMINA 450 MG/HESPERIDINA 50 MG TABLETAS RECUBIERTAS,CAJASIN DATOPOR 30 TABLETAS RECUBIERTAS EN BLISTER PVC TRANSPARENTE/ALUMINIO POR 10 TABLETAS,DIOSMINA BP,INVIMA 2021M-0010970-R2,20014719-1
4737,DIOSMINA 450 MG/HESPERIDINA 50 MG TABLETAS RECUBIERTAS,CAJASIN DATOPOR 30 TABLETAS RECUBIERTAS EN BLISTER PVC TRANSPARENTE/ALUMINIO POR 10 TABLETAS,HESPERIDINA,INVIMA 2021M-0010970-R2,20014719-1
4738,OMEPRAZOL 20 MG,CAJA X 10 CAPSULAS EN BLISTER ALUMINIO/ PVC- PVDCSIN DATOPOR 10 CAPSULAS CADA BLISTER..,OMEPRAZOL PELLETS 8.5% (EQUIVALENTE ADE OMEPRAZOL BASE),INVIMA 2020M-007243-R2,16478-1
4739,CLOZAPINA 25 MG TABLETAS,CAJA POR 300 TABLETAS EN BLISTER PVC/ PVDC TRANSPARENTE / ALUMINIO. EN 10 BLISTER X 30 TABLETAS C/U.,CLOZAPINA,INVIMA 2020M-0010724-R1,20011384-5
4740,MEMANTINA 10 MG TABLETAS RECUBIERTAS,CAJASIN DATOPOR 28 TABLETAS RECUBIERTAS EN BLISTER X 14 TABLETAS EN ALUMINIO -PVC/PVDC- TRANSPARENTE,MEMANTINA HCL,INVIMA 2021M-0011518-R2,20018391-1
4741,LORAZEPAM 2 MG TABLETAS,CAJA PLEGADIZA POR 30 TABLETAS EN BLISTER PVC TRANSPARENTE / ALUMINIO POR 10 TABLETAS CADA UNO,LORAZEPAM,INVIMA 2022M-011166-R2,227599-1
4742,OLAZAP® 10 MG TABLETAS RECUBIERTAS,CAJA PLEGADIZA POR 30 COMPRIMIDOS RECUBIERTOS EN BLISTER ALUMINIO/LAMINA CON FILM OPA/ALUMINIO/ P.V.C. (ALU/ALU).,OLANZAPINA,INVIMA 2020M-0004244-R2,19946412-16
4743,NAPROXENO250 MG COMPRIMIDOS,CAJA POR 900 COMPRIMIDOS EN BLISTER PVC TRANSPARENTE / ALUMINIO POR 10 COMPRIMIDOS.,NAPROXENO BASE,INVIMA 2021M- 002839 -R3,17145-18
4744,NAPROXENO250 MG COMPRIMIDOS,CAJA POR 600 COMPRIMIDOS EN BLISTER PVC TRANSPARENTE / ALUMINIO POR 30 COMPRIMIDOS,NAPROXENO BASE,INVIMA 2021M- 002839 -R3,17145-16
4745,PAROXETINA 20 MG TABLETAS RECUBIERTAS,CAJA PLEGADIZA PORSIN DATO20 TABLETAS RECUBIERTAS. EN BLISTER DE ALUMINIO/PVC-PVDC BLANCO POR 10 TABLETAS RECUBIERTAS CADA UNO.,PAROXETINA CLORHIDRATO HEMIHIDRATOEQUIVALENTE A PAROXETINA BASE,INVIMA 2021M-0004808-R2,19951949-2
4746,PIROXICAM GEL AL 0.5%,TUBO COLAPSIBLE DE ALUMINIO LACADO POR 40 G. EN CAJA DE CARTULINA.,PIROXICAM POLVO MICRONIZADO,INVIMA 2021M-007123-R2,57692-1
4747,SERTRALINA TABLETAS RECUBIERTAS X 100 MG,CAJA PLEGADIZA POR 10 TABLETAS RECUBIERTAS EN 1 BLÍSTER PVC-PVDC / ALUMINIO.,SERTRALINA CLORHIDRATO EQUIVALENTE A SERTRALINA BASE,INVIMA 2022M-0001998-R2,19932578-1
4748,ESCITALOPRAM 10 MG TABLETAS RECUBIERTAS,CAJA POR 28 TABLETAS RECUBIERTASSIN DATOEN BLISTER PVC-PVDC TRANSPARENTE/ALUMINIO POR 28 TABLETAS,ESCITALOPRAM OXALATO EQUIVALENTE A ESCITALOPRAM BASE,INVIMA 2020M-0010904-R1,20014721-1
4749,QUETIAPINA 100 MG TABLETAS RECUBIERTAS,CAJA POR 30 TABLETAS RECUBIERTAS EN BLISTER PVC/PVDC TRANSPARENTE / ALUMINIO .,QUETIAPINA HEMIFUMARATO 115.13 MG (EQUIVALENTE A QUETIAPINA BASE),INVIMA 2021M-0011793-R2,20025451-1
4750,QUEPINA 100 MG TABLETAS RECUBIERTAS,CAJA PLEGADIZA CON 30 TABLETAS RECUBIERTAS EN TRES BLÍSTER PVC/PVDC BLANCO -ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO.,QUETIAPINA FUMARATO (115.14 MG)EQUIVALENTE A QUETIAPINA,INVIMA 2023M-0018233-R1,20115222-3
4751,QUEPINA® 200 MG TABLETAS RECUBIERTAS,1Q1006281000103 - CAJA PLEGADIZA POR 30 TABLETAS RECUBIERTAS POR 3 BLÍSTER PVC/PVDC BLANCO/ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA BLÍSTER (CON DENOMINACIÓN DE MARCA Y GENÉRICA).,QUETIAPINA FUMARATO. EQUIVALENTE A QUETIAPINA BASE,INVIMA 2023M-0018082-R1,20115224-3
4752,QUEPINA 25 MG TABLETAS RECUBIERTAS.,CAJA POR 30 TABLETAS RECUBIERTAS EN BLÍSTER PVC/PVDC BLANCO/ALUMINIO.,QUETIAPINA FUMARATO 28.78 MG EQUIVALENTE A QUETIAPINA,INVIMA 2023M-0018080-R1,20112759-1
4753,LORAZEPAM TABLETA 2 MG,PRESENTACIÓN INSTITUCIONAL: CAJA CON 30 TABLETAS EN 3 BLISTER PVC- PVDC/ ALUMINIO POR 10 TABLETAS CADA BLISTER.,LORAZEPAM,INVIMA 2022M-0000323-R3,19914657-5
4754,SUERO FISIOLOGICO SOLUCION ISOTONICA DE CLORURO DE SODIO,BOLSA DE PVC POR 100 ML.SIN DATOCON SOBREBOLSA DE POLIETILENO DE ALTA DENSIDAD.,CLORURO DE SODIO,INVIMA 2020M-03418-R4,38907-7
4755,ERITROMAX® 4000 U.I./ML,CAJA POR 25 AMPOLLAS DE VIDRIO INCOLORO TIPO I PORSIN DATO1ML,ERITROPOYETINA RECOMBINANTE HUMANA,INVIMA 2018MBT-0006653-R1,19960160-12
4756,VINBLASTINA SULFATO 10 MG,CAJA PLEGADIZA CON 1 FRASCO AMPOLLA EN VIDRIO TIPO I ÁMBAR. CON TAPÓN GRIS DE BROMOBUTILO Y TAPA FLIP OFF BLANCA,VINBLASTINA SULFATO,INVIMA 2023M-0017445-R1,20099893-1
4757,LAMICTAL® TABLETAS DISPERSABLES 25 MG,CAJA CON 30 TABLETAS EN BLISTER DE ALUMINIO-PVC/PVDC,LAMOTRIGINA,INVIMA 2021M-007182-R2,215610-1
4758,LEXOTAN TABLETAS 3 MG,CAJAS CON 30 TABLETAS EN BLISTERES DE PVC-ALUMINIO POR 10 TABLETAS EN CADA UNO.,BROMAZEPAM,INVIMA 2023M-0000589-R3,19920700-3
4759,AERIUS® TABLETAS,CAJA POR 10 TABLETAS EN BLISTER ACLAR-PVC CON CUBIERTA DE ALUMINIO,DESLORATADINA,INVIMA 2020M-0000523-R2,19920537-2
4760,AERIUS® TABLETAS,CAJA POR 10 TABLETAS EN BLISTER ACLAR-PVC CON CUBIERTA DE ALUMINIO,DESLORATADINA,INVIMA 2020M-0000523-R2,19920537-2
4761,AFRIN®SOLUCION NASAL ADULTOS 0.05%,CAJA CON UN FRASCO DE PEBD. TAPA DE PP Y SUBTAPA DE PEBD. POR 15 ML DE SOLUCIÓN.,OXIMETAZOLINA CLORHIDRATO,INVIMA 2010M-002626 R3,35490-1
4762,ANGELIQ®,PRESENTACION COMERCIAL: CAJA POR UN BLISTER DE PVC/PVDC-ALUMINIO. CON 28 TABLETAS RECUBIERTAS MAS INSERTO,ESTRADIOL HEMIHIDRATO MICRO 20 EQUIVALENTE A 1.000MG DE ESTRADIOL,INVIMA 2020M-0003705-R2,19946953-1
4763,ANGELIQ®,PRESENTACION COMERCIAL: CAJA POR UN BLISTER DE PVC/PVDC-ALUMINIO. CON 28 TABLETAS RECUBIERTAS MAS INSERTO,DROSPIRENONA MICRO 15,INVIMA 2020M-0003705-R2,19946953-1
4764,CONCERTA ® TABLETAS DE 36 MG,FRASCO PEAD +TAPA PP X 30 TABLETAS.,CAPA 1 MEDICAMENTO: METILFENIDATO CLORHIDRATO,INVIMA 2013M-0001908-R1,19930312-2
4765,CONCERTA ® TABLETAS DE 36 MG,FRASCO PEAD +TAPA PP X 30 TABLETAS.,PELICULA DE RECUBRIMIENTO CON MEDICAMENTO: METILFENIDATO CLORHIDRATO,INVIMA 2013M-0001908-R1,19930312-2
4766,CONCERTA ® TABLETAS DE 36 MG,FRASCO PEAD +TAPA PP X 30 TABLETAS.,CAPA 2 MEDICAMENTO: METILFENIDATO CLORHIDRATO,INVIMA 2013M-0001908-R1,19930312-2
4767,CONCERTA ® TABLETAS DE 18 MG,CAJA PLEGADIZA CON UN FRASCO DE POLIETILENO DE ALTA DENSIDAD CON LINNER DE SEGURIDAD Y TAPA DE POLIPROPILENO A PRUEBA DE NIÑOS POR 30 TABLETAS.,CAPA 1 MEDICAMENTO :METILFENIDATO CLORHIDRATO,INVIMA 2013M-0001886-R1,19930311-6
4768,CONCERTA ® TABLETAS DE 18 MG,CAJA PLEGADIZA CON UN FRASCO DE POLIETILENO DE ALTA DENSIDAD CON LINNER DE SEGURIDAD Y TAPA DE POLIPROPILENO A PRUEBA DE NIÑOS POR 30 TABLETAS.,CAPA 2 MEDICAMENTO : METILFENIDATO CLORHIDRATO,INVIMA 2013M-0001886-R1,19930311-6
4769,CONCERTA ® TABLETAS DE 18 MG,CAJA PLEGADIZA CON UN FRASCO DE POLIETILENO DE ALTA DENSIDAD CON LINNER DE SEGURIDAD Y TAPA DE POLIPROPILENO A PRUEBA DE NIÑOS POR 30 TABLETAS.,PELICULA DE RECUBRIMIENTO : METILFENIDATO CLORHIDRATO,INVIMA 2013M-0001886-R1,19930311-6
4770,DESONIDACREMA 0.1%,COMERCIAL: PLEGADIZA EN CARTULINA CON UN TUBO COLAPSIBLE DE ALUMINIO POR 15G.,DESONIDA,INVIMA 2018M-009991-R3,28566-1
4771,DECA - DURABOLIN® 50 MG,CAJASIN DATOX 1 AMPOLLAS DE VIDRIO TIPO I POR 1 ML,DECANOATO DE NANDROLONA,INVIMA 2023M-0000015-R3,19912744-5
4772,DESALEX ® JARABE,CAJA CON FRASCO DE VIDRIO ÁMBAR TIPO III POR 60 ML POLIETILENO DE BAJA DENSIDAD (LDPE) Y DOSIFICADOR GRADUADO.,DESLORATADINA,INVIMA 2013M-0001703-R1,19930372-6
4773,EYLIA® SOLUCIÓN PARA INYECCIÓN INTRAVÍTREA,CAJA POR 1 FRASCO VIAL EN VIDRIO TIPO I QUE CONTIENE 0.278 ML CON CONCENTRACIÓN DE 40MG/ML DE AFLIBERCEPT,AFLIBERCEPT,INVIMA 2019M-0013274-R1,20039088-3
4774,DIANE® - 35,CAJA X 21 GRAGEAS EN BLISTER.,ACETATO DE CIPROTERONA,INVIMA 2023M-0003385-R2,19942623-2
4775,DIANE® - 35,CAJA X 21 GRAGEAS EN BLISTER.,ETINILESTRADIOL,INVIMA 2023M-0003385-R2,19942623-2
4776,DONABELLA® 2 MG /0.035 MG,2C1019471006101 CAJA POR 1 BLÍSTER DE PVC/PVDC/AL CADA BLÍSTER CONTIENE 21 COMPRIMIDOS RECUBIERTOS. CADA BLÍSTER CON PORTABLISTER.,ETINILESTRADIOL MICRONIZADO,INVIMA 2022M-0016740-R1,20080145-1
4777,DONABELLA® 2 MG /0.035 MG,2C1019471006101 CAJA POR 1 BLÍSTER DE PVC/PVDC/AL CADA BLÍSTER CONTIENE 21 COMPRIMIDOS RECUBIERTOS. CADA BLÍSTER CON PORTABLISTER.,CIPROTERONA ACETATO MICRONIZADA EQUIVALENTE A CIPROTERONA,INVIMA 2022M-0016740-R1,20080145-1
4778,DIPROSPAN® INYECTABLE JERINGA PRELLENADA,CAJA POR 1 JERINGA PRELLENADA DE VIDRIO TIPO 1 CON 1 AGUJA ESTÉRIL DE 50 MM DE LONGITUD Y 8/10 MM DE DIAMETRO. Y OTRA AGUJA ESTÉRIL DE 25 MM DE LONGITUD Y 5/10 MM DE DIAMETRO,FOSFATO DISÓDICO DE BETAMETASONA EQUIVALENTE A BETAMETASONA,INVIMA 2023M-010921-R3,226529-1
4779,DIPROSPAN® INYECTABLE JERINGA PRELLENADA,CAJA POR 1 JERINGA PRELLENADA DE VIDRIO TIPO 1 CON 1 AGUJA ESTÉRIL DE 50 MM DE LONGITUD Y 8/10 MM DE DIAMETRO. Y OTRA AGUJA ESTÉRIL DE 25 MM DE LONGITUD Y 5/10 MM DE DIAMETRO,DIPROPIONATO DE BETAMETASONA EQUIVALENTE A BETAMETASONA,INVIMA 2023M-010921-R3,226529-1
4780,DITOPAX F® TABLETAS,CAJA POR 25 TABLETAS EN BLISTER ALUMINIO/ PVC TRANSPARENTE POR 25 TABLETAS.,ALUMINIO HIDROXIDO / MAGNESIO CARBONATO GEL COPRECIPITADO,INVIMA 2010 M-011575 R2,36270-3
4781,DITOPAX F® TABLETAS,CAJA POR 25 TABLETAS EN BLISTER ALUMINIO/ PVC TRANSPARENTE POR 25 TABLETAS.,SIMETICONA,INVIMA 2010 M-011575 R2,36270-3
4782,DITOPAX F® TABLETAS,CAJA POR 25 TABLETAS EN BLISTER ALUMINIO/ PVC TRANSPARENTE POR 25 TABLETAS.,MAGNESIO HIDROXIDO,INVIMA 2010 M-011575 R2,36270-3
4783,DITOPAX F® TABLETAS,CAJA POR 25 TABLETAS EN BLISTER ALUMINIO/ PVC TRANSPARENTE POR 25 TABLETAS.,CALCIO CARBONATO,INVIMA 2010 M-011575 R2,36270-3
4784,ROCURONIO BROMURO 50 MG/5 ML,CAJA POR 10 FRASCOS AMPOLLA DE VIDRIO TIPO I CON 5 ML DE SOLUCION. TAPON GRIS EN FLUOROTEC Y AGRAFE DE ALUMINIO FLIP OFF VERDE.,ROCURONIO BROMURO,INVIMA 2020M-0009808-R1,19995161-3
4785,BROMURO DE ROCURONIO 50 MG/5ML,CAJA POR 10 FRASCOS VIALESSIN DATOVIDRIO TRANSPARENTE TIPO I POR 5ML,BROMURO ROCURONIO,INVIMA 2020M-0008856-R1,19995241-2
4786,FYBOGEL® GRANULOS,CAJA PLEGADIZA CON 10 FOIL DE ALUMINIO (SACHET INDIVIDUAL) POR 3.5G DE ISPAGHULA HUSK CADA UNO.,ISPAGHULA HUSK,INVIMA 2016M-006811-R3,21013-6
4787,NUBEQA®,1D1037691000100DAROLUTAMIDA 300.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (NUBEQA) TABLETA 1.0000U / CAJA X 120. FRASCO DE POLIETILENO DE ALTA DENSIDAD CON TAPA DE ROSCA PP/PP BLANCO OPACO CON PRECINTO DE PE A PRUEBA DE NIÑOS.,DAROLUTAMIDA,INVIMA 2021M-0020575,20195376-1
4788,NUBEQA®,1D1037691000100DAROLUTAMIDA 300.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (NUBEQA) TABLETA 1.0000U / CAJA X 120. FRASCO DE POLIETILENO DE ALTA DENSIDAD CON TAPA DE ROSCA PP/PP BLANCO OPACO CON PRECINTO DE PE A PRUEBA DE NIÑOS.,DAROLUTAMIDA,INVIMA 2021M-0020575,20195376-1
4789,LIVIAL® TABLETAS.,CAJA POR 30 TABLETAS EN BLISTER PVC/ALUMINIO,TIBOLONA,INVIMA2022M-010397-R2,209407-1
4790,MESIGYNA®,CAJA X 1 JERINGA PRELLENADA DE 1.5 ML CON 1 ML DE SOLUCIÓN OLEOSA. DE VIDRIO INCOLORO TIPO I CON CÓDIGO DE COLOR Y TAPA DE PUNTA DE ESTIRENO BUTADIENO GRIS (4404) CON ÉMBOLO DE BROMOBUTILO GRIS OSCURO (4405) +SIN DATOAGUJA DE ACERO INOXIDABLE.,ENANTATO DE NORETISTERONA,INVIMA 2021M-015153-R3,51922-4
4791,MESIGYNA®,CAJA X 1 JERINGA PRELLENADA DE 1.5 ML CON 1 ML DE SOLUCIÓN OLEOSA. DE VIDRIO INCOLORO TIPO I CON CÓDIGO DE COLOR Y TAPA DE PUNTA DE ESTIRENO BUTADIENO GRIS (4404) CON ÉMBOLO DE BROMOBUTILO GRIS OSCURO (4405) +SIN DATOAGUJA DE ACERO INOXIDABLE.,VALERATO DE ESTRADIOL,INVIMA 2021M-015153-R3,51922-4
4792,BRIDION® 200 MG/2 ML SOLUCIÓN PARA INYECCIÓN,CAJA POR 10 VIALES DE VIDRIO TIPO I POR 2 ML CADA UNO.,SUGAMMADEX,INVIMA 2019M-0010263-R1,20006959-1
4793,MICROLUT,BLISTER EN ALUMINIO / PVC CAJA POR BLISTER DE 35 GRAGEAS CADA UNO.,LEVONORGESTREL,INVIMA 2010 M-14015 R1,19903056-2
4794,NASONEX® SPRAY NASAL,FRASCO POR 18 G PARA 140 DOSIS.,FUROATO DE MOMETASONA MONOHIDRATO EQUIVALENTE A FUROATO DE MOMETASONA ANHIDRA.,INVIMA 2020M-006560-R2,214137-1
4795,NASONEX® SPRAY NASAL,FRASCO POR 10 G PARA USO EN PEDIATRÍA.,FUROATO DE MOMETASONA MONOHIDRATO EQUIVALENTE A FUROATO DE MOMETASONA ANHIDRA.,INVIMA 2020M-006560-R2,214137-2
4796,OVESTIN® OVULOS VAGINALES,CAJAS POR 3 BLISTERS CON 5 OVULOS CADA UNO.,ESTRIOL,INVIMA 2023M-001799-R3,55341-1
4797,YASMÍN,CAJA PLEGADIZA CON UNSIN DATOBLISTER DE PVC/PVDCSIN DATOPOR 21 TABLETAS RECUBIERTAS CADA UNO,ETINILESTRADIOL. MICRO 20,INVIMA 2023M-015030-R3,19912555-1
4798,YASMÍN,CAJA PLEGADIZA CON UNSIN DATOBLISTER DE PVC/PVDCSIN DATOPOR 21 TABLETAS RECUBIERTAS CADA UNO,DROSPIRENONA.MICRO 15,INVIMA 2023M-015030-R3,19912555-1
4799,YASMINIQ®,CAJA CON UN BLISTER DE PVC -ALUMINIO PORSIN DATO28 TABLETAS (24 TABLETAS ACTIVAS + 4SIN DATOTABLETAS PLACEBO),ETINILESTRADIOL (COMO CLATRATO BETADEX DE ETINILESTRADIOL),INVIMA 2022M-0006365-R2,19968665-1
4800,YASMINIQ®,CAJA CON UN BLISTER DE PVC -ALUMINIO PORSIN DATO28 TABLETAS (24 TABLETAS ACTIVAS + 4SIN DATOTABLETAS PLACEBO),DROSPIRENONA,INVIMA 2022M-0006365-R2,19968665-1
4801,VISANNE®,CAJA POR 28 TABLETAS EN BLÍSTER PVC/AL EN BOLSA HERMETICA,DIENOGEST MICRONIZADO,INVIMA 2023M-0012094-R2,20018592-4
4802,DROSPERA® 20,2D1018811006113 DROSPIRENONA 3.0000 MG/ETINILESTRADIOL 0.0200 MG TABLETAS DE LIBERACION NO MODIFICADA OTRA (DROSPERA) TABLETA 1.0000U / CAJA X 28. CAJA POR 1 BLÍSTER DE PVC-PVDC - ALUMINIO CON 28 TABLETAS CADA BLÍSTER. CON PORTA BLÍSTER,DROSPIRENONA,INVIMA 2022M-0016961-R1,20077141-40
4803,DROSPERA® 20,2D1018811006113 DROSPIRENONA 3.0000 MG/ETINILESTRADIOL 0.0200 MG TABLETAS DE LIBERACION NO MODIFICADA OTRA (DROSPERA) TABLETA 1.0000U / CAJA X 28. CAJA POR 1 BLÍSTER DE PVC-PVDC - ALUMINIO CON 28 TABLETAS CADA BLÍSTER. CON PORTA BLÍSTER,ETINILESTRADIOL MICRONIZADO,INVIMA 2022M-0016961-R1,20077141-40
4804,DROSPERA,CAJA POR 1 BLÍSTER DE PVC-PVDC / ALUMINIO CON 21 TABLETAS RECUBIERTAS DE ACTIVO MÁS 7 TABLETAS RECUBIERTAS DE PLACEBO CADA UNO. CADA BLÍSTER CON PORTABLISTER.,DROSPIRENONA,INVIMA 2021M-0016402-R1,20077138-1
4805,DROSPERA,CAJA POR 1 BLÍSTER DE PVC-PVDC / ALUMINIO CON 21 TABLETAS RECUBIERTAS DE ACTIVO MÁS 7 TABLETAS RECUBIERTAS DE PLACEBO CADA UNO. CADA BLÍSTER CON PORTABLISTER.,ETINILESTRADIOL MICRONIZADO,INVIMA 2021M-0016402-R1,20077138-1
4806,CERAZETTE® TABLETAS RECUBIERTAS.,CAJA CON 1 SOBRE DE ALUMINIO CON 1 BLISTER PVC/ALUMINIOSIN DATOX 28 TABLETAS RECUBIERTAS.,DESOGESTREL,INVIMA 2021M-0001047-R2,19924192-1
4807,REMICADE ®,CAJA CON UN FRASCO VIAL DE VIDRIO TIPO I. INCOLORO. CON TAPON DE GOMA (GRAY BUTYL RUBBER. FLUORO RESIN D. B2-TR) Y SELLO DE ALUMINIO.,INFLIXIMAB,INVIMA 2016MBT-14259-R2,19905280-1
4808,ZETIA® TABLETAS.,CAJA POR 30 TABLETAS EN BLISTER ACLAR - PVC/ALUMINIO POR 10 TABLETAS CADA BLISTER,EZETIMIBA (SCH 58235) MICRONIZADO,INVIMA 2023M-0002492-R3,19936459-7
4809,NULL,NULL,NULL,NULL,NULL
4810,COMPLERA® TABLETAS RECUBIERTAS,CAJA PLEGADIZA CON 1 FRASCO PLÁSTICO EN PEAD DE COLOR BLANCO. CON TAPA PLÁSTICA EN PPSIN DATOPOR 30 TABLETAS RECUBIERTAS,RILPIVIRINA CLORHIDRATO 27.5MGEQUIVALENTE A RILPIVIRINA,INVIMA 2020M-0015656-R1,20054501-1
4811,COMPLERA® TABLETAS RECUBIERTAS,CAJA PLEGADIZA CON 1 FRASCO PLÁSTICO EN PEAD DE COLOR BLANCO. CON TAPA PLÁSTICA EN PPSIN DATOPOR 30 TABLETAS RECUBIERTAS,TENOFOVIR DISOPROXIL FUMARATO 300MG EQUIVALENTE A DISOPROXILO DE TENOFOVIR,INVIMA 2020M-0015656-R1,20054501-1
4812,COMPLERA® TABLETAS RECUBIERTAS,CAJA PLEGADIZA CON 1 FRASCO PLÁSTICO EN PEAD DE COLOR BLANCO. CON TAPA PLÁSTICA EN PPSIN DATOPOR 30 TABLETAS RECUBIERTAS,EMTRICITABINA,INVIMA 2020M-0015656-R1,20054501-1
4813,STRIBILD® TABLETAS RECUBIERTAS,CAJA PLEGADIZA POR UN FRASCO PEAD POR 30 TABLETAS RECUBIERTAS MÁS SACHET DE SILICA MÁS INSERTO,ELVITEGRAVIR,INVIMA 2020M-0015970-R1,20061503-1
4814,STRIBILD® TABLETAS RECUBIERTAS,CAJA PLEGADIZA POR UN FRASCO PEAD POR 30 TABLETAS RECUBIERTAS MÁS SACHET DE SILICA MÁS INSERTO,TENOFOVIR DISOPROXIL FUMARATO,INVIMA 2020M-0015970-R1,20061503-1
4815,STRIBILD® TABLETAS RECUBIERTAS,CAJA PLEGADIZA POR UN FRASCO PEAD POR 30 TABLETAS RECUBIERTAS MÁS SACHET DE SILICA MÁS INSERTO,COBICISTAT SOBRE DIOXIDO DE SILICIO EQUIVALENTE A COBICISTAT,INVIMA 2020M-0015970-R1,20061503-1
4816,STRIBILD® TABLETAS RECUBIERTAS,CAJA PLEGADIZA POR UN FRASCO PEAD POR 30 TABLETAS RECUBIERTAS MÁS SACHET DE SILICA MÁS INSERTO,EMTRICITABINA,INVIMA 2020M-0015970-R1,20061503-1
4817,VEMLIDY®,CAJA PLEGADIZA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 30 TABLETAS RECUBIERTAS. (IUM 1T1034641000100).,TENOFOVIR ALAFENAMIDA (COMO TENOFOVIR ALAFENAMIDA FUMARATO),INVIMA 2021M-0020081,20134171-1
4818,ETRAVIR®,2E1008781005100SIN DATOEFAVIRENZ 600.0000 MG/EMTRICITABINA 200.0000 MG/TENOFOVIR 300.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (ETRAVIR) TABLETA 1.0000U / FRASCO X 30,TENOFOVIR DISOPROXIL FUMARATO,INVIMA 2023M-0018293-R1,20132929-1
4819,ETRAVIR®,2E1008781005100SIN DATOEFAVIRENZ 600.0000 MG/EMTRICITABINA 200.0000 MG/TENOFOVIR 300.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (ETRAVIR) TABLETA 1.0000U / FRASCO X 30,EMTRICITABINA,INVIMA 2023M-0018293-R1,20132929-1
4820,ETRAVIR®,2E1008781005100SIN DATOEFAVIRENZ 600.0000 MG/EMTRICITABINA 200.0000 MG/TENOFOVIR 300.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (ETRAVIR) TABLETA 1.0000U / FRASCO X 30,EFAVIRENZ,INVIMA 2023M-0018293-R1,20132929-1
4821,EFAVIRENZ 600MG + EMTRICITABINE 200MG + TENOFOVIR DISOPROXIL FUMARATO 300MG TABLETAS RECUBIERTAS,CAJA PLEGADIZA CON UN FRASCO DE HDPESIN DATOPOR 30 TABLETAS RECUBIERTAS CON TAPA DE POLIPROPILENO Y UN SACHET POR 3 G DE SILICA GEL COMO DESECANTE,EFAVIRENZ,INVIMA 2019M-0015188-R1,20066564-1
4822,EFAVIRENZ 600MG + EMTRICITABINE 200MG + TENOFOVIR DISOPROXIL FUMARATO 300MG TABLETAS RECUBIERTAS,CAJA PLEGADIZA CON UN FRASCO DE HDPESIN DATOPOR 30 TABLETAS RECUBIERTAS CON TAPA DE POLIPROPILENO Y UN SACHET POR 3 G DE SILICA GEL COMO DESECANTE,TENOFOVIR DISOPROXIL FUMARATO,INVIMA 2019M-0015188-R1,20066564-1
